Transaction_ID,Transaction_Date,Revenue,Expenses,Profit,Category,Region,Department,Product_Line,Customer_Segment,Payment_Method,Discount
TXN0538,12-09-2022,42677,27544,15133,Marketing,Asia-Pacific,IT,Electronics,B2C,Credit Card,27%
TXN0539,27-03-2022,6556,4193,2363,Sales,South America,Finance,Healthcare,B2B,Bank Transfer,22%
TXN0540,29-07-2022,34639,11275,23364,HR,Africa,IT,Healthcare,SMB,Credit Card,20%
TXN0541,26-05-2023,7024,5177,1847,R&D,North America,HR,Healthcare,B2B,Bank Transfer,12%
TXN0542,27-05-2023,13229,29343,-16114,HR,Europe,IT,Clothing,B2C,Cash,28%
TXN0543,23-10-2023,27466,6292,21174,Sales,North America,Marketing,Software,SMB,PayPal,8%
TXN0544,24-07-2022,39534,27159,12375,Operations,Asia-Pacific,Operations,Clothing,SMB,Cash,26%
TXN0545,14-05-2022,10388,20736,-10348,R&D,Africa,IT,Software,Enterprise,Cash,22%
TXN0546,25-07-2023,12106,17767,-5661,Operations,South America,Finance,Clothing,SMB,Cash,28%
TXN0547,05-11-2023,17846,12356,5490,Sales,North America,IT,Healthcare,SMB,Cash,27%
TXN0548,12-12-2023,23335,10349,12986,Marketing,Africa,Operations,Electronics,B2B,Bank Transfer,28%
TXN0549,27-12-2023,15101,24352,-9251,R&D,Africa,Marketing,Electronics,Enterprise,Cash,25%
TXN0550,26-01-2023,9243,22425,-13182,R&D,Africa,Sales,Furniture,B2C,PayPal,18%
TXN0551,20-01-2023,37600,20934,16666,R&D,Europe,Operations,Furniture,B2C,Cash,15%
TXN0552,11-07-2023,29978,24331,5647,Operations,Africa,IT,Healthcare,SMB,Cash,20%
TXN0553,17-04-2022,46078,9185,36893,Sales,Africa,IT,Healthcare,SMB,Cash,15%
TXN0554,23-07-2023,32164,25412,6752,Sales,Africa,IT,Electronics,B2C,Bank Transfer,10%
TXN0555,05-10-2023,17021,9130,7891,Marketing,Africa,Finance,Electronics,Enterprise,Cash,14%
TXN0556,25-04-2023,9411,16549,-7138,R&D,Africa,Marketing,Clothing,B2B,Credit Card,24%
TXN0557,31-12-2023,9513,27616,-18103,R&D,Africa,IT,Healthcare,SMB,Cash,18%
TXN0558,06-07-2023,38252,14147,24105,R&D,Africa,Marketing,Electronics,B2C,Cash,7%
TXN0559,18-09-2023,16462,3966,12496,Marketing,Asia-Pacific,IT,Software,SMB,Credit Card,10%
TXN0560,02-09-2023,7595,3109,4486,R&D,South America,Operations,Electronics,Enterprise,Credit Card,0%
TXN0561,12-04-2022,30178,14043,16135,Operations,South America,IT,Healthcare,Enterprise,Cash,23%
TXN0562,05-01-2022,33890,8711,25179,Sales,Africa,Marketing,Electronics,SMB,Cash,28%
TXN0563,29-08-2022,31313,18432,12881,R&D,Africa,IT,Software,SMB,Bank Transfer,8%
TXN0564,05-01-2022,41055,9570,31485,R&D,South America,IT,Furniture,B2B,Cash,19%
TXN0565,15-04-2023,19627,25150,-5523,R&D,Asia-Pacific,IT,Clothing,B2B,Cash,20%
TXN0566,15-11-2023,34970,20028,14942,Marketing,North America,Operations,Clothing,SMB,Cash,22%
TXN0567,25-01-2022,29473,27342,2131,R&D,Africa,IT,Healthcare,SMB,Cash,23%
TXN0568,16-11-2022,17340,18863,-1523,Marketing,North America,Sales,Electronics,SMB,Cash,22%
TXN0569,08-07-2023,42768,18988,23780,R&D,South America,Sales,Healthcare,B2B,PayPal,6%
TXN0570,08-01-2023,45235,29078,16157,Sales,North America,IT,Clothing,B2C,Credit Card,21%
TXN0571,24-02-2022,30652,28500,2152,Marketing,Africa,Operations,Software,B2C,Credit Card,16%
TXN0572,22-06-2022,6600,3409,3191,Marketing,Asia-Pacific,Finance,Healthcare,B2C,PayPal,3%
TXN0573,14-11-2023,46167,29619,16548,Sales,Europe,IT,Healthcare,Enterprise,Cash,25%
TXN0574,17-04-2023,5284,11772,-6488,R&D,Africa,IT,Clothing,B2C,Credit Card,14%
TXN0575,10-12-2022,43026,12720,30306,R&D,South America,Sales,Clothing,SMB,Cash,20%
TXN0576,23-04-2023,17518,27728,-10210,Operations,Africa,Marketing,Electronics,SMB,Credit Card,15%
TXN0577,31-12-2022,16448,25823,-9375,Operations,South America,IT,Healthcare,SMB,Cash,29%
TXN0578,01-05-2023,27586,25555,2031,R&D,Asia-Pacific,Marketing,Electronics,SMB,Cash,16%
TXN0579,28-01-2023,6797,19935,-13138,Sales,Africa,Marketing,Healthcare,SMB,PayPal,24%
TXN0580,24-08-2022,23371,9283,14088,Marketing,North America,IT,Healthcare,SMB,Cash,27%
TXN0581,05-05-2022,34886,15273,19613,HR,Asia-Pacific,Sales,Healthcare,B2B,Cash,8%
TXN0582,13-11-2023,27007,10216,16791,R&D,Africa,IT,Healthcare,B2B,Cash,29%
TXN0583,01-04-2023,10217,3045,7172,R&D,South America,IT,Software,SMB,Cash,7%
TXN0584,16-05-2022,15474,3356,12118,Marketing,Africa,Marketing,Healthcare,Enterprise,Credit Card,11%
TXN0585,06-10-2023,15920,15963,-43,Sales,South America,HR,Healthcare,SMB,Cash,22%
TXN0586,11-09-2023,20490,6094,14396,Operations,Asia-Pacific,Marketing,Furniture,B2C,PayPal,16%
TXN0587,20-07-2023,29266,12316,16950,Sales,Africa,HR,Software,Enterprise,Cash,22%
TXN0588,06-01-2023,43050,14243,28807,HR,Europe,IT,Healthcare,SMB,Bank Transfer,19%
TXN0589,12-01-2023,5425,3552,1873,R&D,Asia-Pacific,IT,Software,SMB,Cash,17%
TXN0590,23-06-2022,27096,14652,12444,Operations,Africa,Operations,Software,SMB,Credit Card,28%
TXN0591,31-10-2023,8180,29409,-21229,HR,Europe,IT,Clothing,SMB,Credit Card,3%
TXN0592,15-07-2023,21134,15004,6130,Marketing,Asia-Pacific,IT,Electronics,SMB,Cash,28%
TXN0593,28-01-2023,40051,19176,20875,R&D,Africa,Finance,Healthcare,SMB,Cash,16%
TXN0594,26-08-2023,26259,11060,15199,R&D,Africa,Operations,Electronics,B2C,Bank Transfer,20%
TXN0595,08-08-2023,34953,25229,9724,HR,Europe,Operations,Electronics,SMB,PayPal,29%
TXN0596,17-02-2023,30561,5945,24616,R&D,Africa,Sales,Electronics,B2C,Cash,10%
TXN0597,27-02-2023,34123,27054,7069,Operations,Africa,IT,Clothing,SMB,Cash,5%
TXN0598,09-08-2023,8064,11497,-3433,Sales,Asia-Pacific,Sales,Software,Enterprise,Cash,8%
TXN0599,05-01-2023,19553,23294,-3741,R&D,Asia-Pacific,IT,Clothing,SMB,Bank Transfer,7%
TXN0600,30-03-2022,5802,5763,39,Operations,Africa,IT,Healthcare,SMB,Credit Card,28%
TXN0601,04-05-2023,24883,22531,2352,R&D,Africa,Finance,Clothing,B2B,Cash,25%
TXN0602,26-01-2022,8865,26262,-17397,R&D,North America,Operations,Healthcare,B2C,Cash,28%
TXN0603,11-07-2023,23965,25339,-1374,Sales,Africa,Operations,Software,SMB,Cash,20%
TXN0604,30-12-2022,41456,19748,21708,HR,Africa,Marketing,Software,B2B,Bank Transfer,24%
TXN0605,25-06-2022,30518,9027,21491,Marketing,Africa,Marketing,Healthcare,Enterprise,Cash,14%
TXN0606,28-05-2022,16045,14622,1423,Sales,Europe,Sales,Electronics,Enterprise,Cash,24%
TXN0607,19-01-2023,44645,23995,20650,Sales,Africa,IT,Electronics,Enterprise,Cash,7%
TXN0608,22-06-2023,18764,7029,11735,HR,Africa,Sales,Software,SMB,Cash,12%
TXN0609,25-08-2023,24045,16828,7217,Marketing,Asia-Pacific,IT,Clothing,Enterprise,Credit Card,20%
TXN0610,24-12-2022,26033,5675,20358,Marketing,Asia-Pacific,Sales,Healthcare,SMB,Credit Card,15%
TXN0611,10-07-2022,37227,23188,14039,Sales,Africa,Finance,Healthcare,SMB,Credit Card,7%
TXN0612,15-09-2022,27447,8725,18722,Operations,North America,Operations,Software,SMB,Cash,8%
TXN0613,22-05-2023,15443,7848,7595,Operations,Africa,Marketing,Software,B2B,Cash,15%
TXN0614,02-05-2022,38119,8195,29924,Marketing,Africa,Operations,Healthcare,SMB,Bank Transfer,19%
TXN0615,31-01-2022,40483,9986,30497,HR,Africa,IT,Clothing,B2C,Cash,11%
TXN0616,23-08-2022,37288,6338,30950,R&D,South America,IT,Software,SMB,Credit Card,6%
TXN0617,17-07-2023,13642,13770,-128,Sales,Africa,IT,Furniture,B2B,Bank Transfer,18%
TXN0618,09-12-2022,12354,3763,8591,HR,Africa,IT,Electronics,Enterprise,PayPal,21%
TXN0619,10-05-2023,31666,26653,5013,Operations,Africa,IT,Furniture,SMB,Cash,20%
TXN0620,15-12-2022,24609,4525,20084,Operations,Europe,IT,Furniture,Enterprise,PayPal,26%
TXN0621,09-03-2023,33952,7868,26084,Operations,Africa,IT,Electronics,SMB,Credit Card,26%
TXN0622,21-07-2022,24770,26797,-2027,Sales,North America,IT,Furniture,Enterprise,PayPal,28%
TXN0623,24-08-2023,5488,21334,-15846,R&D,Africa,Sales,Electronics,SMB,Credit Card,3%
TXN0624,22-03-2022,22737,4098,18639,R&D,Africa,Marketing,Healthcare,B2C,Cash,9%
TXN0625,09-04-2022,43467,11929,31538,HR,North America,Finance,Software,SMB,Bank Transfer,18%
TXN0626,20-08-2023,44681,27365,17316,Sales,Europe,Sales,Clothing,Enterprise,Cash,13%
TXN0627,25-07-2022,37201,14655,22546,Marketing,Asia-Pacific,Marketing,Healthcare,B2C,PayPal,0%
TXN0628,21-11-2022,29644,27076,2568,R&D,North America,IT,Electronics,SMB,Cash,0%
TXN0629,28-10-2022,40223,28171,12052,Operations,Europe,HR,Electronics,SMB,Cash,19%
TXN0630,15-09-2022,21977,22767,-790,R&D,Asia-Pacific,Marketing,Healthcare,SMB,Credit Card,26%
TXN0631,09-11-2023,9247,16348,-7101,Sales,North America,HR,Healthcare,B2B,Cash,10%
TXN0632,12-11-2023,45002,5961,39041,Sales,Africa,IT,Electronics,B2B,Cash,18%
TXN0633,16-03-2022,9012,5994,3018,HR,Asia-Pacific,Finance,Electronics,B2B,Cash,11%
TXN0634,24-04-2023,32999,7428,25571,Sales,Africa,Operations,Software,B2B,Bank Transfer,29%
TXN0635,04-10-2023,10618,18745,-8127,Marketing,Africa,IT,Healthcare,Enterprise,Cash,24%
TXN0636,24-11-2022,22985,5132,17853,R&D,Africa,Sales,Software,SMB,Cash,9%
TXN0637,20-10-2023,19987,9918,10069,R&D,Africa,HR,Electronics,SMB,Bank Transfer,28%
TXN0638,04-01-2022,42469,29271,13198,Marketing,North America,Finance,Software,Enterprise,Credit Card,21%
TXN0639,04-12-2022,6057,12323,-6266,R&D,Asia-Pacific,HR,Electronics,B2C,PayPal,11%
TXN0640,05-09-2022,30172,5957,24215,Operations,Europe,Operations,Healthcare,Enterprise,Cash,28%
TXN0641,15-08-2022,24417,18100,6317,R&D,Africa,HR,Healthcare,SMB,Cash,11%
TXN0642,18-04-2022,13855,22745,-8890,Marketing,Africa,IT,Software,B2B,Cash,13%
TXN0643,14-12-2022,23678,16417,7261,Marketing,Africa,Sales,Clothing,Enterprise,Credit Card,17%
TXN0644,05-06-2022,17091,17742,-651,R&D,Africa,Marketing,Electronics,B2B,PayPal,25%
TXN0645,26-02-2023,31110,26688,4422,Marketing,North America,Finance,Healthcare,Enterprise,Bank Transfer,5%
TXN0646,20-02-2023,30073,13936,16137,Sales,North America,Finance,Healthcare,SMB,Cash,18%
TXN0647,30-11-2023,15461,19032,-3571,HR,Africa,IT,Healthcare,Enterprise,Cash,13%
TXN0648,06-07-2023,6317,21402,-15085,R&D,Europe,Sales,Software,SMB,PayPal,29%
TXN0649,18-04-2023,40787,16610,24177,R&D,North America,Sales,Clothing,B2C,Cash,27%
TXN0650,27-11-2022,45161,13084,32077,HR,Africa,Finance,Healthcare,SMB,Cash,9%
TXN0651,03-04-2023,10847,24133,-13286,R&D,North America,HR,Furniture,Enterprise,Bank Transfer,6%
TXN0652,26-05-2022,21641,24972,-3331,Marketing,Africa,IT,Electronics,SMB,Bank Transfer,3%
TXN0653,09-10-2023,15962,19530,-3568,Operations,South America,IT,Clothing,SMB,Bank Transfer,14%
TXN0654,07-09-2022,6153,25590,-19437,Operations,South America,HR,Furniture,SMB,Cash,10%
TXN0655,22-06-2023,43717,12846,30871,R&D,Asia-Pacific,IT,Clothing,Enterprise,Credit Card,13%
TXN0656,25-04-2023,49110,29601,19509,Sales,Africa,HR,Furniture,Enterprise,PayPal,27%
TXN0657,26-12-2022,41083,23189,17894,HR,Africa,Marketing,Healthcare,B2B,Bank Transfer,24%
TXN0658,28-02-2023,38352,12347,26005,Sales,Africa,Marketing,Healthcare,B2B,Bank Transfer,12%
TXN0659,06-12-2022,8830,28694,-19864,HR,North America,Marketing,Electronics,B2C,Credit Card,14%
TXN0660,31-10-2022,28272,12590,15682,Sales,Africa,IT,Furniture,B2B,Cash,7%
TXN0661,24-05-2023,31771,21761,10010,R&D,South America,HR,Healthcare,B2B,Credit Card,7%
TXN0662,13-07-2022,23597,21750,1847,R&D,Asia-Pacific,Operations,Electronics,SMB,Credit Card,18%
TXN0663,19-04-2023,49824,25827,23997,Sales,Africa,Operations,Furniture,SMB,Credit Card,14%
TXN0664,02-09-2023,45502,8487,37015,R&D,Africa,Marketing,Clothing,SMB,Cash,15%
TXN0665,06-08-2022,30003,14098,15905,R&D,North America,Finance,Healthcare,SMB,Credit Card,9%
TXN0666,18-06-2023,39344,14701,24643,Operations,Europe,Operations,Healthcare,SMB,Cash,23%
TXN0667,16-05-2023,41712,12392,29320,Marketing,Africa,IT,Software,SMB,Cash,22%
TXN0668,19-08-2023,6662,17323,-10661,Marketing,Asia-Pacific,HR,Healthcare,SMB,Cash,22%
TXN0669,11-05-2023,13333,4746,8587,R&D,Europe,IT,Healthcare,SMB,Cash,22%
TXN0670,27-11-2022,47704,10706,36998,HR,Asia-Pacific,Sales,Software,B2B,Credit Card,12%
TXN0671,19-06-2023,39960,23951,16009,R&D,Africa,Operations,Electronics,B2C,Cash,23%
TXN0672,15-01-2023,11363,22041,-10678,R&D,South America,Marketing,Clothing,SMB,Credit Card,3%
TXN0673,10-08-2022,43883,25264,18619,R&D,South America,Operations,Clothing,Enterprise,Credit Card,9%
TXN0674,08-09-2022,9227,7266,1961,Operations,North America,Marketing,Electronics,SMB,PayPal,10%
TXN0675,21-01-2023,39461,19962,19499,R&D,Africa,Sales,Healthcare,SMB,Cash,29%
TXN0676,08-10-2022,24795,28971,-4176,R&D,Africa,Sales,Software,Enterprise,Credit Card,1%
TXN0677,04-01-2023,21882,22464,-582,Sales,Africa,HR,Software,B2C,PayPal,27%
TXN0678,28-02-2023,9508,26513,-17005,R&D,North America,Marketing,Software,B2B,Credit Card,18%
TXN0679,23-10-2023,28561,13134,15427,R&D,Europe,HR,Clothing,Enterprise,Credit Card,8%
TXN0680,25-04-2023,41883,18750,23133,R&D,Africa,Sales,Healthcare,B2B,Credit Card,12%
TXN0681,17-11-2022,24057,18739,5318,Sales,South America,Finance,Healthcare,Enterprise,Cash,22%
TXN0682,01-03-2022,28092,27215,877,Marketing,North America,IT,Healthcare,SMB,Cash,26%
TXN0683,02-08-2022,35130,17779,17351,HR,Europe,Operations,Clothing,B2C,Credit Card,9%
TXN0684,29-11-2023,15467,14149,1318,Operations,Europe,Operations,Furniture,SMB,PayPal,16%
TXN0685,16-05-2022,9711,21319,-11608,HR,Africa,Sales,Electronics,SMB,Credit Card,22%
TXN0686,30-04-2022,13870,13110,760,R&D,Africa,Sales,Electronics,SMB,Bank Transfer,17%
TXN0687,31-01-2023,46881,9496,37385,Marketing,North America,Marketing,Furniture,B2B,Cash,27%
TXN0688,15-09-2023,26905,10824,16081,Operations,South America,Sales,Healthcare,B2B,Cash,23%
TXN0689,17-11-2022,16439,4658,11781,Sales,Asia-Pacific,IT,Furniture,SMB,Credit Card,20%
TXN0690,04-07-2022,22656,13900,8756,R&D,North America,IT,Clothing,B2C,Credit Card,2%
TXN0691,23-03-2022,44646,4221,40425,Marketing,Africa,Operations,Clothing,SMB,Cash,16%
TXN0692,29-08-2022,27130,27529,-399,R&D,Africa,Operations,Electronics,B2C,Cash,11%
TXN0693,19-11-2023,29972,6618,23354,Sales,North America,IT,Software,Enterprise,Credit Card,17%
TXN0694,04-01-2022,17074,24657,-7583,R&D,Europe,IT,Healthcare,B2B,Bank Transfer,8%
TXN0695,19-03-2023,32858,14314,18544,R&D,South America,IT,Electronics,SMB,PayPal,21%
TXN0696,10-07-2023,9164,12602,-3438,Marketing,Africa,Operations,Healthcare,Enterprise,Bank Transfer,12%
TXN0697,21-02-2023,24783,24734,49,HR,Africa,HR,Electronics,SMB,Bank Transfer,24%
TXN0698,03-06-2022,7529,27170,-19641,HR,Europe,Marketing,Healthcare,SMB,Credit Card,17%
TXN0699,19-07-2023,16075,20712,-4637,Sales,Asia-Pacific,Finance,Software,B2B,Cash,29%
TXN0700,23-04-2022,18133,10497,7636,HR,Europe,IT,Furniture,B2C,Cash,12%
TXN0701,09-02-2022,48976,11494,37482,Operations,Africa,Operations,Healthcare,B2C,Cash,8%
TXN0702,11-10-2022,42050,29209,12841,R&D,South America,IT,Healthcare,SMB,PayPal,17%
TXN0703,30-11-2023,38795,19321,19474,Marketing,Asia-Pacific,IT,Furniture,SMB,Cash,13%
TXN0704,05-10-2023,14642,16462,-1820,Sales,Asia-Pacific,Sales,Healthcare,SMB,Credit Card,0%
TXN0705,16-04-2023,13168,3344,9824,R&D,Europe,Sales,Healthcare,B2C,Cash,21%
TXN0706,01-08-2022,19471,6523,12948,R&D,North America,IT,Healthcare,B2C,Cash,22%
TXN0707,12-10-2023,5939,12214,-6275,Operations,Africa,IT,Healthcare,Enterprise,Cash,23%
TXN0708,13-07-2022,13637,8503,5134,R&D,Africa,HR,Software,B2C,Credit Card,21%
TXN0709,05-06-2022,22865,8353,14512,Sales,Europe,HR,Healthcare,SMB,Cash,18%
TXN0710,24-08-2022,45277,28478,16799,Marketing,North America,HR,Clothing,SMB,Cash,25%
TXN0711,15-02-2023,16746,22934,-6188,Operations,South America,Operations,Healthcare,B2B,Cash,19%
TXN0712,12-08-2022,17256,8238,9018,Marketing,North America,Finance,Healthcare,Enterprise,Credit Card,20%
TXN0713,07-11-2022,18560,17356,1204,Operations,North America,IT,Electronics,B2B,Credit Card,25%
TXN0714,29-11-2022,20212,8537,11675,R&D,Africa,IT,Furniture,B2B,PayPal,5%
TXN0715,01-08-2022,43585,14639,28946,R&D,Africa,IT,Healthcare,B2B,Bank Transfer,28%
TXN0716,17-04-2023,8183,24123,-15940,R&D,North America,Sales,Software,SMB,PayPal,24%
TXN0717,10-05-2023,7689,28432,-20743,Sales,Africa,Marketing,Healthcare,B2B,PayPal,13%
TXN0718,15-09-2023,23726,27885,-4159,Marketing,North America,IT,Clothing,B2B,Cash,16%
TXN0719,06-10-2022,30542,7611,22931,Marketing,Africa,Marketing,Healthcare,Enterprise,Cash,0%
TXN0720,31-01-2023,12089,17201,-5112,Marketing,Asia-Pacific,Marketing,Clothing,Enterprise,Bank Transfer,25%
TXN0721,24-06-2023,19426,23774,-4348,R&D,Europe,Operations,Healthcare,B2C,Cash,2%
TXN0722,29-07-2023,45153,11427,33726,Operations,Asia-Pacific,Sales,Clothing,B2B,Credit Card,9%
TXN0723,10-07-2022,30572,23229,7343,R&D,South America,Finance,Furniture,B2B,Cash,8%
TXN0724,16-06-2022,17928,18287,-359,R&D,Africa,IT,Electronics,B2B,Cash,1%
TXN0725,11-10-2022,15323,26573,-11250,R&D,Africa,IT,Healthcare,B2B,Bank Transfer,12%
TXN0726,28-03-2023,13044,6896,6148,R&D,North America,IT,Furniture,B2B,Cash,1%
TXN0727,09-12-2023,8612,6689,1923,R&D,South America,HR,Healthcare,SMB,Cash,13%
TXN0728,02-10-2023,14515,28307,-13792,R&D,Africa,HR,Software,SMB,Cash,3%
TXN0729,31-10-2023,33505,3717,29788,R&D,North America,IT,Software,SMB,Cash,1%
TXN0730,25-05-2022,38273,22944,15329,Sales,Asia-Pacific,Marketing,Healthcare,Enterprise,Cash,0%
TXN0731,08-01-2022,36861,16358,20503,R&D,Africa,Marketing,Software,B2C,Credit Card,4%
TXN0732,11-04-2023,49720,25707,24013,R&D,Africa,Marketing,Healthcare,SMB,Cash,2%
TXN0733,14-12-2022,41237,28236,13001,R&D,Asia-Pacific,Finance,Healthcare,SMB,Cash,1%
TXN0734,16-02-2022,33532,27728,5804,Sales,Asia-Pacific,IT,Healthcare,B2B,Credit Card,26%
TXN0735,25-04-2022,40526,26385,14141,HR,Europe,IT,Electronics,B2B,Cash,11%
TXN0736,25-11-2022,29556,16017,13539,R&D,South America,Finance,Electronics,B2C,Credit Card,19%
TXN0737,29-03-2022,28972,16671,12301,Marketing,Africa,Marketing,Healthcare,B2C,PayPal,7%
TXN0738,11-08-2023,14689,19006,-4317,Sales,Africa,IT,Electronics,SMB,Cash,2%
TXN0739,28-08-2022,16982,7648,9334,Sales,Europe,Operations,Furniture,B2B,Cash,10%
TXN0740,17-05-2022,25020,12354,12666,R&D,Africa,IT,Electronics,B2C,Bank Transfer,2%
TXN0741,28-05-2023,24715,19067,5648,Sales,Africa,Operations,Clothing,B2B,Cash,7%
TXN0742,17-02-2022,36819,4615,32204,R&D,Asia-Pacific,IT,Electronics,B2C,Bank Transfer,4%
TXN0743,02-07-2022,30997,3271,27726,Operations,Africa,Marketing,Healthcare,SMB,PayPal,17%
TXN0744,18-01-2023,42130,19159,22971,R&D,Africa,Sales,Healthcare,B2C,Cash,14%
TXN0745,15-06-2023,45863,13730,32133,R&D,Africa,HR,Electronics,B2B,PayPal,2%
TXN0746,26-09-2022,9600,24083,-14483,R&D,Africa,IT,Furniture,B2B,Cash,29%
TXN0747,24-02-2022,6966,23453,-16487,R&D,Africa,IT,Healthcare,Enterprise,PayPal,7%
TXN0748,26-02-2023,27302,23030,4272,HR,Africa,HR,Healthcare,SMB,Cash,8%
TXN0749,07-11-2022,42474,5311,37163,Sales,South America,Marketing,Software,SMB,Bank Transfer,17%
TXN0750,30-01-2022,37190,29706,7484,Sales,Africa,IT,Healthcare,SMB,Cash,22%
TXN0751,29-09-2023,37105,7238,29867,HR,South America,IT,Healthcare,B2C,PayPal,9%
TXN0752,11-12-2022,18651,27177,-8526,R&D,Asia-Pacific,IT,Clothing,SMB,Bank Transfer,5%
TXN0753,24-03-2023,22692,27127,-4435,R&D,North America,Operations,Clothing,B2B,PayPal,23%
TXN0754,10-08-2022,13877,27709,-13832,R&D,Europe,Marketing,Clothing,SMB,Bank Transfer,3%
TXN0755,21-05-2022,6228,18002,-11774,Marketing,Asia-Pacific,Operations,Healthcare,SMB,PayPal,6%
TXN0756,22-10-2023,18750,25018,-6268,HR,Asia-Pacific,IT,Software,B2B,Credit Card,7%
TXN0757,05-08-2022,34289,14243,20046,R&D,North America,Marketing,Software,SMB,Cash,2%
TXN0758,19-06-2022,39701,15220,24481,HR,Africa,IT,Healthcare,B2C,PayPal,22%
TXN0759,05-01-2023,31071,27030,4041,R&D,South America,Finance,Clothing,SMB,Credit Card,2%
TXN0760,25-06-2022,42595,28634,13961,R&D,Africa,Marketing,Electronics,SMB,PayPal,19%
TXN0761,17-08-2023,17196,28862,-11666,R&D,Europe,Finance,Software,SMB,Credit Card,0%
TXN0762,02-03-2022,6646,12256,-5610,Sales,Europe,Finance,Clothing,SMB,PayPal,11%
TXN0763,18-04-2023,36335,16437,19898,R&D,Africa,IT,Healthcare,B2C,Cash,14%
TXN0764,19-09-2023,47172,23854,23318,Marketing,Africa,Operations,Furniture,B2C,Credit Card,11%
TXN0765,24-08-2023,39531,19619,19912,R&D,Asia-Pacific,Marketing,Healthcare,SMB,PayPal,23%
TXN0766,02-05-2023,16606,24552,-7946,Marketing,Africa,IT,Healthcare,B2C,Bank Transfer,3%
TXN0767,06-02-2023,23116,29408,-6292,R&D,Asia-Pacific,Finance,Electronics,B2C,Cash,5%
TXN0768,23-02-2023,34530,16222,18308,Sales,Africa,Sales,Electronics,SMB,Bank Transfer,3%
TXN0769,03-06-2023,18128,21411,-3283,R&D,North America,IT,Healthcare,SMB,PayPal,9%
TXN0770,22-12-2022,48293,20756,27537,Marketing,North America,Marketing,Electronics,B2B,Bank Transfer,25%
TXN0771,03-12-2023,26001,9759,16242,R&D,Africa,Sales,Healthcare,Enterprise,Cash,9%
TXN0772,27-09-2022,25524,3262,22262,Sales,North America,HR,Healthcare,SMB,Cash,17%
TXN0773,08-06-2022,20270,14288,5982,R&D,North America,Marketing,Electronics,SMB,Cash,24%
TXN0774,30-07-2022,13925,28550,-14625,HR,North America,Operations,Healthcare,B2B,PayPal,14%
TXN0775,21-07-2023,32159,16032,16127,HR,Africa,HR,Clothing,B2B,Cash,5%
TXN0776,20-06-2022,48877,8779,40098,R&D,Europe,Operations,Healthcare,B2B,Cash,29%
TXN0777,19-06-2023,24748,28670,-3922,R&D,Europe,HR,Electronics,B2B,Cash,3%
TXN0778,02-01-2023,34691,11608,23083,Sales,Africa,IT,Clothing,B2B,Bank Transfer,7%
TXN0779,22-04-2023,30555,10522,20033,Marketing,Africa,Operations,Furniture,B2B,Cash,20%
TXN0780,18-07-2023,20958,4820,16138,R&D,Europe,IT,Software,SMB,Bank Transfer,7%
TXN0781,28-12-2023,36666,8287,28379,Marketing,Africa,IT,Healthcare,Enterprise,Cash,2%
TXN0782,16-11-2023,40847,16163,24684,Operations,North America,IT,Software,B2C,Cash,19%
TXN0783,26-08-2022,20501,12015,8486,Sales,South America,Finance,Furniture,SMB,Cash,26%
TXN0784,29-05-2022,21664,9599,12065,Sales,North America,Sales,Clothing,B2C,Credit Card,11%
TXN0785,02-04-2022,43766,24814,18952,Sales,Asia-Pacific,IT,Software,B2C,PayPal,10%
TXN0786,30-05-2023,44734,21931,22803,Sales,Africa,Finance,Furniture,B2B,Cash,7%
TXN0787,25-03-2023,46472,23721,22751,Marketing,Europe,IT,Healthcare,B2B,Cash,25%
TXN0788,02-04-2023,37997,17710,20287,R&D,South America,Marketing,Clothing,SMB,Credit Card,24%
TXN0789,21-08-2022,8098,8462,-364,HR,Africa,Operations,Healthcare,B2C,Cash,14%
TXN0790,26-04-2023,21207,14536,6671,Operations,Europe,Operations,Healthcare,B2B,Bank Transfer,17%
TXN0791,02-03-2022,48196,13509,34687,Marketing,North America,IT,Electronics,B2B,Bank Transfer,2%
TXN0792,24-02-2022,7930,15607,-7677,R&D,North America,IT,Electronics,SMB,Cash,24%
TXN0793,22-12-2023,22962,6876,16086,Sales,Asia-Pacific,IT,Clothing,B2B,Cash,15%
TXN0794,05-09-2022,8431,29376,-20945,Operations,North America,IT,Healthcare,B2C,Cash,8%
TXN0795,20-01-2022,33949,26104,7845,Marketing,Africa,Marketing,Furniture,SMB,Cash,9%
TXN0796,28-07-2023,39203,16903,22300,R&D,Africa,Marketing,Electronics,B2C,Bank Transfer,12%
TXN0797,20-03-2023,39407,26993,12414,R&D,North America,Sales,Software,B2C,Cash,8%
TXN0798,08-09-2022,24476,7173,17303,Marketing,Europe,Sales,Healthcare,Enterprise,Cash,9%
TXN0799,10-05-2023,23109,13756,9353,R&D,Europe,Sales,Healthcare,SMB,Cash,18%
TXN0800,13-11-2023,21095,27990,-6895,Operations,Europe,Marketing,Furniture,B2B,Bank Transfer,22%
TXN0801,12-09-2023,10084,22432,-12348,R&D,North America,IT,Furniture,SMB,Credit Card,22%
TXN0802,30-04-2022,42202,6567,35635,Marketing,Asia-Pacific,IT,Furniture,B2C,Cash,16%
TXN0803,06-12-2023,48681,22984,25697,R&D,Europe,HR,Healthcare,SMB,Bank Transfer,21%
TXN0804,13-04-2023,13303,29586,-16283,R&D,Europe,HR,Electronics,SMB,Bank Transfer,10%
